source_id,A_V,A_V_err,A_Ks,A_Ks_err,dustmap_used
3409290995993067648,0.0,0.0,0.0,0.0,none
3405909374965722368,0.0,0.0,0.0,0.0,none
3410076150374417408,0.0,0.0,0.0,0.0,none
3314294771901304192,0.0,0.0,0.0,0.0,none
3311102820926310784,0.0,0.0,0.0,0.0,none
3410639993682264960,0.0,0.0,0.0,0.0,none
3312440445540818304,0.0,0.0,0.0,0.0,none
3312960205303089664,0.0,0.0,0.0,0.0,none
661413800965826688,0.03296105488193536,0.00011041714303991841,0.002570962280790958,0.00013212522098056048,Edenhofer
659703957305493632,0.029016351505089345,9.966838920595733e-05,0.002263275417396969,0.00011632547287540959,Edenhofer
3406094750050845696,0.0,0.0,0.0,0.0,none
3405952363294872960,0.0,0.0,0.0,0.0,none
5514584149460341632,0.10990246009205037,0.0070319303978445295,0.008572391887179929,0.00070292155910843,Edenhofer
5514358749577486336,0.14307501099809466,0.01428009269526356,0.011159850857851384,0.00125227113383882,Edenhofer
659753126090987776,0.029037428537947364,0.0001995924927411979,0.0022649194259598943,0.00011718841836205315,Edenhofer
49520255665123328,0.0,0.0,0.0,0.0,none
3410154456217987584,0.0,0.0,0.0,0.0,none
659744295638254336,0.0283801291230635,0.00013505595518585234,0.002213650071598953,0.00011400824750947499,Edenhofer
3309974344039455488,0.0,0.0,0.0,0.0,none
3410787568757738752,0.0,0.0,0.0,0.0,none
38329666836450304,0.0,0.0,0.0,0.0,none
3406352826045301632,0.0,0.0,0.0,0.0,none
3310131711641618816,0.0,0.0,0.0,0.0,none
5514375066152563712,0.10795722355893243,0.01751548833560828,0.00842066343759673,0.001432829626844433,Edenhofer
5514573257423361920,0.12340267793071673,0.010526435566856094,0.009625408878595905,0.0009580158141852459,Edenhofer
5514555699597383296,0.11351686021896987,0.004709890451583353,0.00885431509707965,0.0005840710804145361,Edenhofer
3406734906335151872,0.0,0.0,0.0,0.0,none
5514568034743288448,0.11180980708444807,0.004148789362176606,0.00872116495258695,0.000552035770997556,Edenhofer
45404199528067200,0.0,0.0,0.0,0.0,none
3308470968047333120,0.0,0.0,0.0,0.0,none
